reranker_label,model_display,reranker_model,prompt_id,intent_id,test_initial_long,test_optimized_long,recovery_optimized_minus_initial
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-052,-7,1,8
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-053,-7,2,9
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-054,-7,-2,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-055,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-056,-6,1,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-057,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-058,-7,-3,4
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-059,-2,3,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-060,-4,-3,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-061,-6,1,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-062,-2,1,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-063,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-064,-8,-1,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-065,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-066,-2,2,4
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-067,-2,0,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-068,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-069,-6,0,6
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-070,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-071,-3,0,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-072,-2,-1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-073,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-074,-6,-3,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-075,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-076,-6,0,6
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-077,-2,0,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-078,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-079,-7,0,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,storytelling,INTENT-080,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-051,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-052,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-053,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-054,-4,0,4
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-055,1,0,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-056,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-057,-1,-5,-4
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-058,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-059,0,2,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-060,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-061,0,1,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-062,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-063,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-064,-1,-8,-7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-065,1,0,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-066,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-067,-2,0,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-068,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-069,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-070,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-071,-3,-3,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-072,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-073,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-074,2,2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-075,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-076,-3,-3,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-077,0,-2,-2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-078,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-079,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,technical,INTENT-080,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-051,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-052,0,2,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-053,0,2,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-054,-5,2,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-055,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-056,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-057,-4,-3,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-058,-7,-2,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-059,-3,3,6
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-060,0,-4,-4
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-061,-6,-6,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-062,-2,1,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-063,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-064,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-065,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-066,2,6,4
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-067,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-068,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-069,-2,0,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-070,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-071,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-072,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-073,-7,0,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-074,-3,2,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-075,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-076,-6,1,7
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-077,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-078,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-079,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,trick,INTENT-080,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-051,3,-2,-5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-052,1,1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-053,1,1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-054,0,-2,-2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-055,2,0,-2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-056,-4,1,5
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-057,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-058,-3,-2,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-059,4,2,-2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-060,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-061,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-062,1,1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-063,-1,-1,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-064,-1,-2,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-065,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-066,-2,1,3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-067,-1,1,2
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-068,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-069,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-070,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-071,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-072,-2,-2,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-073,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-074,2,1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-075,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-076,0,-3,-3
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-077,-1,0,1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-078,0,0,0
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-079,0,-1,-1
Model G,Claude Sonnet 4.5,claude-sonnet-4-5,unique,INTENT-080,0,0,0
